state,district,year,crop,groundwater_ph,ec_groundwater_(µs/cm),hardness_groundwater_(mg/l),nitrate_groundwater_(mg/l),rainfall_mm,soil_ph,soil_organic_carbon,soil_nitrogen,soil_phosphorus,soil_potassium,crop_yield
Andhra Pradesh,Bangalore,2017,Maize,0.458892779323912,0.21454660314285393,0.7272913731266519,0.6072032090969746,0.21949253936434995,0.42140705328999695,0.4956532859465727,0.0,0.17439658720529005,0.12932776811793942,0.4369314700679386
Maharashtra,Mumbai,2018,Cotton,0.0,0.41289988114147785,0.44563007640054375,0.31501786132354376,0.7600181522542302,0.3622803267898047,0.5044244621924054,0.0,0.3672928369661969,0.22663891877985548,0.9781662217982038
Karnataka,Anantapur,2024,Rice,0.555330003446048,0.44077616378805073,0.4604948012941023,0.5174568457871275,0.4961155543475091,0.4072252474267577,0.44208439633156477,0.0,0.7845840858790567,0.5792460816635071,0.23799370599976608
Gujarat,Anantapur,2020,Cotton,0.7380987943644604,0.3349762147635865,0.5962251571185896,0.5951382178936359,0.25078424883935874,0.589926505876767,0.586396097279205,0.32083179578053594,0.30764715790887576,0.8328443476948106,0.39754176471101965
Maharashtra,Chennai,2024,Wheat,0.5409645842915318,0.48302924107572315,0.23890568186173544,0.27448747030917275,0.29198509164821074,0.6082626550086253,0.6692417759238193,0.11809398266435746,0.14840663294452677,0.40987217039839946,0.3159997861548557
Andhra Pradesh,Ahmedabad,2021,Sugarcane,0.18461219625471276,0.20490397834558055,0.5930694533109909,0.46615709686118556,0.24918650555704555,0.28294811247354024,0.5908439572179237,0.14039589417958118,0.6268491267298647,0.0,0.44128336350842423
Andhra Pradesh,Anantapur,2018,Sugarcane,0.2912943431856244,0.3669582451974541,0.7161533702645134,0.44807559704966676,0.1662298084892376,0.3452182903125808,0.46119656097346684,0.0,0.5280352117821878,0.5170255692776486,0.4307203714872708
Tamil Nadu,Ahmedabad,2022,Wheat,0.0,0.29915515771108825,0.3149576494228904,0.3629807983242624,0.29728783110577905,0.3757493156860575,0.29400194792331874,0.6859842251576556,0.45741328239036555,0.27590412136108355,0.3771209118031721
Tamil Nadu,Anantapur,2019,Maize,0.66227583476363,0.3674385626687239,0.7325249072614318,0.47371696789775236,0.5099219700994684,0.48182441816313637,0.16902975807009837,0.7801793123568669,0.10939955321988619,0.1011442869403868,0.4627149308342156
Karnataka,Bangalore,2015,Maize,0.2486430640188371,0.6487476370014171,0.4595655987820241,0.36977768990446597,0.4326818342132117,0.21610936621738655,0.48500911468896246,0.47099537701634364,0.14167870836407495,0.1749317371437089,0.5943788609550613
Maharashtra,Mumbai,2018,Sugarcane,0.45235237703911907,0.6518333194807291,0.5978393745813717,0.6660886545558741,0.3071124325711268,0.34809509843106706,0.16636758329741091,0.0,0.05970026140976792,0.1855525380445296,0.7198107078711504
Maharashtra,Anantapur,2017,Sugarcane,0.426304672431829,0.6206846771455317,0.4817366124739004,0.36582240068581273,0.7905435338659728,0.2649441466175741,0.4627938311343785,0.08222636841418916,0.5071662502614653,0.022288099305538368,0.4413486773290182
Tamil Nadu,Ahmedabad,2023,Rice,0.7682764657621387,0.3453804697315393,0.6537285990684674,0.5787034803567145,0.0,0.5580571855461683,0.7275005310176907,0.45095282955511845,0.6408793019322115,0.35923280572340827,0.4897461104555698
Maharashtra,Bangalore,2022,Maize,0.47610027457619547,0.5630397414065605,0.7227440112455561,0.2114475728204315,0.49320064545559433,0.4874635938131038,0.3051252532967187,0.20596226302022283,0.5148335469936693,0.8320366998274565,0.5660369228395975
Maharashtra,Anantapur,2015,Wheat,0.6268526916887517,0.43668164011241994,0.665040883987776,0.43557627872062804,0.38097685296226835,0.4164243570530385,0.2832079987597846,0.47192560586768917,0.8522505449356056,0.10020222724929034,0.282694815759769
Andhra Pradesh,Chennai,2020,Maize,0.572179950864096,0.42607218221153437,0.5656480563280054,0.4617051737021221,0.1741213592175466,0.3178378792244341,0.6009761598250073,0.5688778785285525,0.30865825837149785,0.8243367562893761,0.46332425571136676
Tamil Nadu,Mumbai,2023,Rice,0.7415440458252915,0.40653651263592555,0.49360270895283703,0.4307020862066993,0.5077802531135961,0.418960051291464,0.0320997764831282,0.7538586721768242,0.3355296724239006,0.4270291693690355,0.40447575373449274
Gujarat,Anantapur,2021,Sugarcane,0.40851589697854995,0.6982231280434097,0.5556749202458122,0.4003855253925063,0.36172961357637784,0.39966128630586517,0.5588184831726115,0.035104992316561036,0.4333095207715631,0.3517756778859792,0.6475319324076066
Tamil Nadu,Bangalore,2018,Sugarcane,0.8478365271884405,0.6358462839591228,0.6664090571610372,0.35968927159135633,0.72843503322014,0.7606006648951233,0.738387712087294,0.24162256589116898,0.3569321782401559,0.2945100212334642,0.7809272544170086
Gujarat,Chennai,2015,Rice,0.04465371741680934,0.5371848956894916,0.6716451783902788,0.5730854448017432,0.6336829772695334,0.6559556800424152,0.3515559447792028,0.09516854942181624,0.5224342976931385,0.1734639581336529,0.35919328855651755
Andhra Pradesh,Bangalore,2016,Wheat,0.6369736454169238,0.3917693540875481,0.6503556263696234,0.6098381280502203,0.8931993507601631,0.3789806811496546,0.3231747433895135,0.0,0.26372251387756324,0.44796315045862856,0.7022409146034604
Karnataka,Bangalore,2019,Sugarcane,0.27778758152830557,0.42511424422574157,0.37043305254698106,0.4475285342060008,0.29583718403816855,0.5194439888113318,0.5932244794597709,0.41564064297732045,0.09210810342215968,0.505494761798952,0.24557357427789867
Maharashtra,Chennai,2019,Cotton,0.3556771765041762,0.503130071541837,0.5627408455614764,0.2952944037552621,0.7658052891035455,0.6472887930734343,0.3022708992335699,0.3768855548475027,0.002422595683730852,0.0,0.5222470003547799
Andhra Pradesh,Bangalore,2022,Sugarcane,0.576961305604382,0.33595010003147313,0.46954450223538263,0.7290609040128995,0.12520297466281136,0.37893042023077017,0.6297092710274393,0.06541396477388062,0.5182983235830392,1.0,0.5321401142020369
Maharashtra,Chennai,2020,Cotton,0.5752920937182796,0.5679172517886,0.6677766889903953,0.32783380344233276,0.3890075418477719,0.25976984735104464,0.31572723329718005,0.0,0.2895656544069409,0.0,0.24131402252360679
Karnataka,Anantapur,2022,Rice,0.5846725028520978,0.2724519788331236,0.44946066166863247,0.24085429166136926,0.3003549035080988,0.19744898550339113,0.7879427955592794,0.11105819771310256,0.14328614080655094,0.2444177993238035,0.3506274492150703
Karnataka,Chennai,2016,Rice,0.1695504283114087,0.48108841321226625,0.6352750760503426,0.1578401865880295,0.5672780198940188,0.7011268282353,0.6051685964718941,0.42392741337079687,0.26839566590926883,0.0,0.33440205226007635
Andhra Pradesh,Chennai,2017,Sugarcane,0.7602146315165084,0.0550159661794135,0.5231717088128537,0.47478166499241775,0.5612356162275548,0.46097810836926323,0.5020140006001889,0.5939908796759633,0.8528481596807846,0.3080226879086109,0.27008379245444
Karnataka,Mumbai,2020,Maize,0.2706985170359007,0.33134076775604926,0.2793570964286522,0.4272318581374454,0.19151176835967382,0.5401433160600305,0.7784169954682666,0.018914200846019868,0.1566151379917737,0.25963403103562216,0.04414533308538669
Gujarat,Chennai,2024,Cotton,0.29848185620308326,0.7489501747744393,0.7083939625115326,0.614564891997093,0.5812147101627708,0.3980948023557196,0.6661824225789262,0.529569264996998,0.5743617114431369,0.24707665805016263,0.45421906016787783
Karnataka,Chennai,2017,Wheat,0.5912284871180891,0.5834687159636665,0.5623950634178607,0.5515581548573163,0.3215443959556937,0.2842571777997743,0.5566387090963564,0.39344542421779616,0.5047939935111704,0.4510834179734377,0.4743103645424392
Maharashtra,Anantapur,2020,Sugarcane,0.3985997552580748,0.6627987382869736,0.7610710172262769,0.5034058416346515,0.21246732667874313,0.31488001387449327,0.1878443974219186,0.3347466843599583,0.713962004093895,0.3140470693265678,0.4730009738669442
Maharashtra,Mumbai,2020,Wheat,0.5225543417838522,0.31280005195092414,0.31199792874255516,0.4191359055447232,0.41372132613108475,0.2722547621757323,0.3798109059441254,0.0,0.381115256451332,0.5096046998740674,0.6164755168610154
Maharashtra,Ahmedabad,2016,Sugarcane,0.00904152153483569,0.43531688940677954,0.521746670364481,0.6264228644481703,0.04745562632603717,0.6318271828844761,0.6750833562440054,0.0,0.05446718217484319,0.06566731344645625,0.16561586377181875
Maharashtra,Anantapur,2021,Maize,0.5175675936498398,0.622523952658408,0.5332154528889128,0.740081524030313,0.6494932541638597,0.7372795788839465,0.2808914482086127,0.0,0.6346693874501732,0.3943458192085137,0.4252349192687026
Gujarat,Anantapur,2016,Maize,0.5037149748983778,0.5194207787949506,0.6075107603145479,0.6112669175345208,0.4027614640562367,0.4984457352279597,0.3691975060580612,0.12725522744651857,0.35231311020163875,0.21707976246108798,0.915700064201951
Tamil Nadu,Ahmedabad,2020,Maize,0.3521128046324406,0.4996343801046562,0.36392743042987546,0.3902993753719685,0.40823026121715655,0.2432457615763067,0.3268335364879871,0.7239955711654582,0.6987416204118072,0.28241513836669313,0.6366625777766076
Andhra Pradesh,Chennai,2015,Maize,0.02623417504900212,0.6779113077986711,0.6493191295803996,0.5771408294803296,0.3948750098950399,0.573828608870549,0.5622139997198331,0.033037448652975525,0.5945383848435668,0.442587162295129,0.6376144406902285
Maharashtra,Bangalore,2017,Rice,0.4139982788579987,0.25351074734314305,0.858126876309794,0.3995194548047535,0.8283791883396127,0.6999317286800482,0.6549571850555781,0.4351839055651297,0.6354249073592345,0.2489235671472774,0.31924737128283076
Karnataka,Mumbai,2016,Rice,0.45054711254195534,0.38955489501007323,0.6387078510981314,0.29402941209542766,0.7963860888741219,0.651794978097679,0.655120297219423,0.08843567454917817,0.9473822066648594,0.3487085664807049,0.45611111756891515
Maharashtra,Bangalore,2021,Cotton,0.38182729368114654,0.1401221149087144,0.5804355737212645,0.32494637101869805,0.7543569400164633,0.48755285288216066,0.3548055236641075,0.35143114516200347,0.47318137383999037,0.0864386473391538,0.10524147383100911
Karnataka,Ahmedabad,2018,Wheat,0.07579698657656285,0.2448272464329528,0.35594687582138207,0.406108864233695,0.3954062556019572,0.45385242406645576,0.559950457520212,0.2011505380556405,0.7370125158662009,0.648878057586478,0.5864202130417323
Karnataka,Anantapur,2022,Sugarcane,0.7905695848576906,0.5895055592950822,0.4480446602873234,0.47545811062535226,0.13776043854418238,0.4862341746756937,0.34702867865523734,0.268480698335228,0.3170805604477936,0.5571110082486551,0.7223044065081016
Maharashtra,Anantapur,2020,Sugarcane,0.32523718167825544,0.2730709889582292,0.5577295431250513,0.7690721399175026,0.4126718059456882,0.6934106620433012,0.460935982038792,0.3225098473265343,0.5319798628785614,0.39999588920368706,0.24700356993399086
Gujarat,Mumbai,2024,Rice,0.41204069522439557,0.5356957542487978,0.48537007628492546,0.32754988021579023,0.49526677184846224,0.6171180628074572,0.5816814307317868,0.14883702267535318,0.2949384728245764,0.314334995293465,0.2955181798450261
Karnataka,Anantapur,2018,Sugarcane,0.0,0.6823448216457644,0.7229438484142797,0.6584627299575995,0.6198192426399862,0.4290265419856036,0.6711118759517755,0.3238702414383297,0.5180090543312794,0.34890709878844944,0.4834401338455148
Karnataka,Anantapur,2019,Rice,0.7905948643121262,0.39055587929782576,0.6477412431694889,0.4122492185651135,0.4944623519417276,0.42489778722763616,0.14055578023676785,0.564978537787076,0.49427397665305395,0.6435058431285711,0.5143456533478975
Maharashtra,Mumbai,2023,Cotton,0.3611354308887382,0.5014294476933628,0.977325955271146,0.15727549360480766,0.16004309761927005,0.4132820341293159,0.5120261902132774,0.007261591857548769,0.0,0.539401392159461,0.3984396409964243
Karnataka,Mumbai,2021,Wheat,0.4788464202237918,0.5369331683210646,0.4164992675112257,0.38396761434037646,0.2828127990816118,0.3176154506597878,0.7282722308686073,0.5514987182485539,0.2700618423507302,0.6477110824798598,0.3528049540331137
Karnataka,Ahmedabad,2024,Cotton,0.6918203010034687,0.22474532003291822,0.5713118053784961,0.636434942088867,0.2601325338544361,0.7141853719388519,0.534100068361957,0.14441976620970898,0.46143538747098717,0.2895272317711317,0.354591410177703
Maharashtra,Anantapur,2023,Maize,0.3174366240173694,0.3208804445846388,0.3550254624481278,0.5115794488980913,0.551429929268122,0.36304288760848163,0.5093787707036168,0.11474192151825079,0.0,0.49584981986448895,0.4806045751841381
Maharashtra,Anantapur,2021,Maize,0.6590093723721964,0.25935690004293055,0.22693553782761547,0.520550391915964,0.5575660299766584,0.572793374912873,0.40269482790735633,0.4150716095903525,0.3873080975670034,0.6721684955388363,0.5865294261581546
Andhra Pradesh,Ahmedabad,2015,Maize,0.028890530012262158,0.33354860789450297,0.6766003159547556,0.659215367505219,0.5903246386868843,0.3837859041301955,0.7238866390350532,0.12311122417802102,0.6382887022362763,0.1434635491766093,0.4805593730135728
Gujarat,Chennai,2022,Cotton,0.5731222203273566,0.5326111379506724,0.6420787068317582,0.30434330981390795,0.49192563033475495,0.4140158026392851,0.4103328419872672,0.30835798951959825,0.7046014734603877,0.12773928479835775,0.46462356881348854
Gujarat,Chennai,2018,Sugarcane,0.7858837846915944,0.32425774518474987,0.43577775804789487,0.3020302369206161,0.0,0.47364447537301,0.4791786085377358,0.2821498168686757,0.23126256507308376,0.44380112368259605,0.1953965441022384
Karnataka,Chennai,2017,Wheat,0.3374131568295768,0.4132429530577822,0.5804595775959339,0.12015867851775518,0.0,0.5818139697832632,0.41802833739635276,0.0,0.719183221260879,0.06626452667991256,0.633377737097772
Gujarat,Ahmedabad,2021,Maize,0.6914336708954996,0.25319191088968795,0.4701798559265659,0.5914742045886134,0.38161975883175614,0.44979204312103555,0.5136060436796838,0.3359673025844597,0.6836628439021816,0.0,0.48021117549211045
Karnataka,Anantapur,2017,Maize,0.8404005525403715,0.6136944316539191,0.49080072323179724,0.5442651046405848,0.4411861467832648,0.30537726234733165,0.7313058678925394,0.0,0.0,0.6686614325021373,0.4159666816169785
Andhra Pradesh,Ahmedabad,2022,Maize,0.4052412837387457,0.33221601807362794,0.517355114034416,0.5684974179826956,0.7300830634549113,0.49546504409097336,0.34600022352875426,0.0,0.43540725295098265,0.7122246314164187,0.5313298839868896
Maharashtra,Ahmedabad,2020,Wheat,0.3880149404479456,0.6608145384995358,0.4293690902171634,0.2823330133524479,0.4361154536654247,0.36651415915570185,0.5143261301984443,0.3216258601276025,0.46055209345726555,0.07999511144670493,0.34806206655750643
Maharashtra,Chennai,2019,Maize,0.2711888029516033,0.42850945508201865,0.45683839942196924,0.21912134496883978,0.17267933395175494,0.7456947329977965,0.5603480273512792,0.3693525573637277,0.7542716404301686,0.01700330972993214,0.41942991514665523
Maharashtra,Bangalore,2018,Wheat,0.352139551003097,0.19527054226789736,0.4611461599449882,0.2618335161249082,0.5822078686110088,0.44967378119916024,0.36149574052386707,0.5568804433832413,0.47417840021024477,0.21170257459085676,0.506723360998135
Gujarat,Anantapur,2022,Maize,0.28846668952653715,0.3916540348742958,0.6308206755365255,0.32141493646532027,0.412353743450606,0.38271233796841836,0.48597561721249205,0.0,0.7258479635472844,0.6882020880298916,0.3756211027029374
Andhra Pradesh,Chennai,2022,Cotton,0.27101852116099423,0.2499640308777072,0.14269033066283549,0.6930475228431471,0.3161529702831579,0.8164205025450748,0.8016476436216246,0.010862684147682482,0.23164052604611432,0.2723153868554639,0.21433770660964307
Gujarat,Bangalore,2015,Cotton,0.7080906868148653,0.5124700553522019,0.5315016538362024,0.6099384996514431,0.013016814674139331,0.6135936558588229,0.20349792100271677,0.34909103781751283,0.0458978969548036,0.39867375442870284,0.18718864272833627
Gujarat,Bangalore,2023,Wheat,0.293765411398279,0.37730055900169784,0.4001895560220643,0.39109635182432084,0.43796341869447475,0.34516291287350137,0.4261272763217783,0.5622746155687519,0.26185495735861236,0.4562304352570078,0.5631146710848312
Andhra Pradesh,Mumbai,2019,Cotton,0.5121920655665878,0.44476088970047767,0.40570572990400156,0.504764015760144,0.4738711444115319,0.3625357327731611,0.5371306288571942,0.27273130519996336,0.767497371972799,0.41846195058965463,0.48359343346520445
Andhra Pradesh,Anantapur,2018,Wheat,0.46629863233671603,0.3601419959765042,0.4859995871723441,0.35806151872784586,0.16763009064015422,0.5701523195769462,0.43360578387652304,0.0,0.6195271318196469,0.7485177860008545,0.47769641015440245
Andhra Pradesh,Bangalore,2020,Cotton,0.7704363672023169,0.33059020766826447,0.5640665201718614,0.5145221959168124,0.6027561137182356,0.49946853175469513,0.9726583373516337,0.6414252911756,0.9369230531000341,0.19502724281931536,0.2950314877269877
Andhra Pradesh,Chennai,2020,Cotton,0.3535091183218719,0.2641298232536581,0.5335196751318007,0.289073109529638,0.5803658663294126,0.6384213558455895,0.5863945830993488,0.14521550340310416,0.08106148967951428,0.3494483072621457,0.4853543969578511
Maharashtra,Mumbai,2016,Wheat,0.537739176386317,0.5516957491565414,0.40379604609663505,0.5724417798579947,0.42889481226491055,0.38358098460704937,0.32315335840686144,0.15395870268046608,0.6457549953849004,0.43310642489934237,0.4219989017135623
Tamil Nadu,Anantapur,2022,Sugarcane,0.6231395213075226,0.39131617868465923,0.6764439021241607,0.3323497818518313,0.4195973811521769,0.6073934401258224,0.10959555233520432,0.0,0.5806514090394139,0.3627510747085773,0.38871108000704296
Tamil Nadu,Ahmedabad,2021,Cotton,0.7686978348584546,0.3688272653345296,0.42844708995332326,0.5807947540961934,0.6531761033327287,0.12500541034534451,0.5519555851512044,0.42195271680803886,0.34424619609932705,0.07022469812223925,0.4762653823884683
Andhra Pradesh,Chennai,2015,Maize,0.3504680531155694,0.3873342733813676,0.454081571938906,0.395717913241594,0.5085492588619246,0.46698794437816726,0.3708671411349871,0.4580067873633852,0.5854380890142555,0.006866120784991949,0.5382161078946185
Tamil Nadu,Bangalore,2019,Sugarcane,0.3296057356807539,0.3109642190053929,0.6096918574227796,0.34129756503824127,0.24110280442957654,0.3910475770656713,0.7087083767796648,0.02080716830821696,0.440901093391701,0.0016306806237125927,0.7806066510662366
Tamil Nadu,Bangalore,2020,Wheat,0.23712894709165558,0.36935787261082725,0.6151694932695054,0.701906839282288,0.3672545957666298,0.41765533949686473,0.45030806874744633,0.710098030296129,0.5137062535321596,0.5565636874606154,0.5830533644044882
Andhra Pradesh,Chennai,2018,Sugarcane,0.9242290876767162,0.45150092562222777,0.4728621136459594,0.4864105929420103,0.5558790171506865,0.4754507029730001,0.40181169107107484,0.054107684254225324,0.5637613479553596,0.16989925232766226,0.631794122889814
Tamil Nadu,Bangalore,2016,Rice,0.7467650912875807,0.25451460787075936,0.11796518685711828,0.4115106417723871,0.0,0.6791747764970102,0.39901983343241904,0.394226317395851,0.6318430216488768,0.4923187259853259,0.6730008720595607
Gujarat,Mumbai,2018,Rice,0.44954137618499085,0.2775194704600953,0.4310599034691175,0.5736312986451705,0.18378515446925955,0.30294272074328993,0.6587408029044721,0.28156105255654645,0.4288208332182735,0.3966857594545516,0.3613679096378946
Karnataka,Anantapur,2015,Cotton,0.8607164898181362,0.6378237452361888,0.5909728446689192,0.2587763440723417,0.5872010832514104,0.1332512325781505,0.5643995325077554,0.0,0.8130309215029249,0.1312857161195886,0.43526852093724233
Karnataka,Mumbai,2021,Cotton,0.43711179284048807,0.3611901249046534,0.6713919836200435,0.6259556197585402,0.7188860677206949,0.32197737235050466,0.7858862514041447,0.3714043276720712,0.36006242616020034,0.13752523270510736,0.3378725174178515
Andhra Pradesh,Bangalore,2016,Maize,0.6092521815486517,0.3311910486937138,0.5541489489654027,0.43893242423158974,0.6719288517336698,0.6601267663278082,0.4601827047880827,0.34621801375362454,0.8372176410654852,0.4085032901035244,0.3750762415326354
Maharashtra,Ahmedabad,2016,Sugarcane,0.46045247952556667,0.2053009340262677,0.4931247147535637,0.5500129919294741,0.6399899947286117,0.22237209073938932,0.6382127646010991,0.0,0.15276274353581398,0.3944211773905738,0.4173648203994493
Andhra Pradesh,Anantapur,2023,Rice,0.5412094691146814,0.5539924538466467,0.9163813901973917,0.2275811500119801,0.4491026323345271,0.3984705734584552,0.6410378617438431,0.646732005180526,0.18521374439107555,0.49800805906926854,0.3711016305724801
Maharashtra,Anantapur,2019,Cotton,0.5191169671944887,0.25105258720697393,0.5093850323189266,0.40247023401060855,0.15944081424474424,0.63011763006129,0.607070175500863,0.34735805671626535,0.19852039423731263,0.26062386055535214,0.5261541363396361
Karnataka,Chennai,2016,Sugarcane,0.3697947138798644,0.4163985946797148,0.6597310579123694,0.4605450436627411,0.3675108205233579,0.4827448060143183,0.4114773572819467,0.5665173704735237,0.6265592685740189,0.16332305524807608,0.5609651017320524
Andhra Pradesh,Chennai,2023,Cotton,0.685937195434448,0.14741523573454585,0.36242128253441314,0.6144662360756878,0.0,0.6775669924578148,0.5739546793339925,0.0,0.22603147288472608,0.40246763124882107,0.27096041161231327
Gujarat,Ahmedabad,2023,Cotton,0.6074900870174792,0.5488277663421752,0.3998099998404275,0.561961410377448,0.7418306882193549,0.15838445520584124,0.47965896033108035,0.10367753105464457,0.7477557637735334,0.7299797811116531,0.4367365202896083
Tamil Nadu,Anantapur,2015,Rice,0.6724363736461413,0.6058189117265105,0.6650890156423332,0.40096195150121305,0.21238846604808942,0.43955393247554037,0.47531740640714093,0.5500221614523804,0.28943779298344036,0.0,0.4385626517809144
Maharashtra,Ahmedabad,2017,Rice,0.5250473303123636,0.4958137900300208,0.7257386171852093,0.5075695347076673,0.2833302266608659,0.7117793263258533,0.3625734263121192,0.0,0.4998376586928133,0.17523683200656337,0.2432331913253123
Tamil Nadu,Chennai,2018,Cotton,0.26946460796309685,0.17501518091366094,0.506754253290089,0.6484206899396568,0.6813214298268109,0.3073996908374188,0.14535743895680475,0.11190348586060794,0.554565346690167,0.5226100355708551,0.3610138986625982
Tamil Nadu,Chennai,2021,Wheat,0.8144554305328543,0.5520992032970032,0.2840077782440025,0.42984711950738924,0.013009927389280638,0.6621574637204084,0.7020123960994409,0.3328579645842433,0.17823992656833584,0.4291214086218103,0.6344439851187821
Andhra Pradesh,Anantapur,2024,Cotton,0.4036341180067863,0.28737111452059594,0.5406733835309456,0.41350892556339924,0.11931601066030889,0.4536541537119371,0.5670393361281685,0.0,0.09300603709779426,0.5262548234558772,0.6322968953163712
Tamil Nadu,Mumbai,2018,Cotton,0.5341806309517526,0.23277293936811025,0.5951742257937062,0.17628536697014544,0.4836595026229503,0.5635790826447472,0.2737740934320296,0.0,0.47338254546231345,0.26758624384255336,0.21708694259996908
Gujarat,Bangalore,2016,Maize,0.5907044497546391,0.35790038870328184,0.5813433485102432,0.417979658822015,0.5467617704335364,0.6998779399280239,0.6143238274290272,0.6065453045863728,0.34608144767443993,0.0,0.5675166723973687
Tamil Nadu,Chennai,2021,Maize,0.5327961908786704,0.35473742835938243,0.48023804255043095,0.19880627386568753,0.39874146787312686,0.5628745083182166,0.7052774442399597,0.2355937234160662,0.5223747745191374,0.7928731794666648,0.24358656167016193
Andhra Pradesh,Chennai,2020,Maize,0.6490452127563069,0.33858135676051493,0.5429136782345334,0.44270047871362056,0.4068958884326897,0.3953029125070429,0.6242312706295708,0.5489273891746126,0.10325952743076373,0.6459589724777243,0.4218274987274856
Gujarat,Mumbai,2017,Wheat,0.6819537338159372,0.6212023063656004,0.45178060739563897,0.6081390221708247,0.7337611551402778,0.5845743737899652,0.34839101036224224,0.2699037145765514,0.3280097345668674,0.36895546064471924,0.47255173390696004
